780	1.0	8.46	3.59	nan
790	1.0	9.57	3.79	0.112787
800	1.0	10.67	3.99	0.111803
800	2.0	13.64	5.8	nan
810	1.0	11.73	4.32	0.111018
810	2.0	12.09	5.75	0.155081
820	1.0	12.81	4.61	0.111826
820	2.0	11.37	5.8	0.072173
830	2.0	10.31	5.97	0.107355
830	3.0	12.49	6.6	nan
840	2.0	9.57	6.24	0.078772
840	3.0	11.94	6.77	0.057567
850	2.0	8.73	6.34	0.084593
850	3.0	11.03	6.84	0.091269
850	4.0	-1.32	5.11	nan
850	5.0	-1.48	4.43	nan
850	6.0	11.84	5.82	nan
860	2.0	7.94	6.5	0.080604
860	3.0	10.21	6.81	0.082055
860	4.0	-0.33	5.06	0.099126
860	5.0	-0.49	4.38	0.099126
860	6.0	10.91	5.92	0.093536
870	2.0	7.17	6.62	0.077929
870	3.0	9.36	6.85	0.085094
870	4.0	0.76	5.0	0.109165
870	5.0	0.6	4.23	0.110027
870	6.0	10.0	5.89	0.091049
880	2.0	6.47	6.68	0.070257
880	3.0	8.59	6.85	0.077000
880	4.0	1.76	4.89	0.100603
880	5.0	1.6	4.13	0.100499
880	6.0	9.09	6.02	0.091924
890	2.0	5.86	6.82	0.062586
890	3.0	7.78	6.84	0.081006
890	4.0	2.81	4.83	0.105171
890	5.0	2.67	4.07	0.107168
890	6.0	8.23	6.04	0.086023
900	2.0	5.24	6.98	0.064031
900	3.0	6.96	6.84	0.082000
900	4.0	3.8	4.77	0.099182
900	5.0	3.7	4.02	0.103121
900	6.0	7.4	6.15	0.083726
910	2.0	4.87	7.16	0.041146
910	3.0	6.29	7.0	0.068884
910	4.0	4.97	4.69	0.117273
910	5.0	4.75	4.04	0.105019
910	6.0	6.52	6.15	0.088000
920	2.0	4.51	7.58	0.055317
920	3.0	5.62	7.1	0.067742
920	4.0	5.97	4.7	0.100005
920	5.0	5.76	4.06	0.101020
920	6.0	5.7	6.21	0.082219
930	2.0	4.2	7.3	0.041773
930	3.0	5.06	7.04	0.056321
930	4.0	6.97	4.67	0.100045
930	5.0	6.76	4.04	0.100020
930	6.0	4.96	6.1	0.074813
930	7.0	12.09	5.87	nan
940	2.0	3.95	7.71	0.048021
940	3.0	4.69	7.0	0.037216
940	4.0	8.12	4.95	0.118360
940	5.0	7.82	4.17	0.106794
940	6.0	4.08	6.2	0.088566
940	7.0	10.75	6.0	0.134629
950	2.0	3.47	7.86	0.050289
950	3.0	4.35	7.01	0.034015
950	4.0	9.11	5.01	0.099182
950	5.0	8.85	4.21	0.103078
950	6.0	3.31	6.2	0.077000
950	7.0	9.48	6.07	0.127193
950	8.0	-2.48	-0.22	nan
960	2.0	2.82	8.0	0.066491
960	3.0	3.76	6.99	0.059034
960	4.0	10.12	5.13	0.101710
960	5.0	9.93	4.29	0.108296
960	6.0	2.71	6.39	0.062936
960	7.0	8.15	5.86	0.134648
960	8.0	-1.67	0.53	0.110390
970	2.0	2.01	8.0	0.081000
970	3.0	3.19	6.89	0.057871
970	4.0	11.01	5.32	0.091005
970	5.0	10.82	4.49	0.091220
970	6.0	2.13	6.29	0.058856
970	7.0	6.86	5.83	0.129035
970	8.0	-0.93	0.96	0.085586
980	2.0	1.28	7.82	0.075186
980	3.0	2.62	7.13	0.061847
980	4.0	11.93	5.47	0.093215
