0	1.0	0.294651153476	8.09056721029	nan
10	1.0	1.03127903717	7.85190741057	0.077432
10	2.0	0.279287200473	9.98910591701	nan
20	1.0	1.76790692085	7.61324761086	0.077432
20	2.0	1.06390112916	9.85879766636	0.079536
30	1.0	2.51547899024	7.36408677996	0.078800
30	2.0	1.84830459273	9.72872807552	0.079511
40	1.0	3.27925687308	7.09869708268	0.080857
40	2.0	2.6106092198	9.56739405091	0.077919
50	1.0	4.04324522102	6.8335460452	0.080869
50	2.0	3.36344291693	9.39317239712	0.077273
60	1.0	4.85079984665	6.61803624605	0.083582
60	2.0	4.11185684675	9.20176723775	0.077250
70	1.0	5.67708586704	6.42352850929	0.084887
70	2.0	4.82112426619	8.85690382717	0.078866
80	1.0	6.50337188743	6.22902077252	0.084887
80	2.0	5.53060215074	8.51227907638	0.078875
80	3.0	0.0782930207807	8.75213217509	nan
90	1.0	7.32355441964	6.04787798454	0.083995
90	2.0	6.24365794215	8.15070947981	0.079949
90	3.0	0.659176723347	8.45619402345	0.065192
100	1.0	8.14352648674	5.86697385636	0.083969
100	2.0	6.9619753613	7.76384194448	0.081587
100	3.0	1.24006042591	8.1602558718	0.065192
110	1.0	8.96728692581	5.69251354277	0.084203
110	2.0	7.68050324556	7.37697440914	0.081606
110	3.0	1.8278894771	7.87052287495	0.065535
120	1.0	9.82366945688	5.5772408595	0.086411
120	2.0	8.41944624546	7.01254089498	0.082392
120	3.0	2.44371038786	7.60537183747	0.067048
130	1.0	10.6800519879	5.46196817624	0.086411
130	2.0	9.1790148261	6.67006408239	0.083321
130	3.0	3.05953129863	7.34022079999	0.067048
140	1.0	11.5265426589	5.33953569899	0.085530
140	2.0	9.9465810809	6.35216922917	0.083079
140	3.0	3.6865068602	7.0769790409	0.068000
150	1.0	12.3332554241	5.18846404577	0.082074
150	2.0	10.7463484975	6.13260221344	0.082936
150	3.0	4.32442660748	6.81588522002	0.068928
160	1.0	13.1399681893	5.03739239255	0.082074
160	2.0	11.5461159141	5.9130351977	0.082936
160	3.0	4.96234635475	6.55503005893	0.068919
170	1.0	13.951521652	4.89371919312	0.082417
170	2.0	12.3340972845	5.84048261859	0.079131
170	3.0	5.59079517209	6.30061871244	0.067799
180	1.0	14.7824379048	4.78083310786	0.083855
180	2.0	13.1170274923	5.8309362266	0.078299
180	3.0	6.19651375759	6.06195891272	0.065104
190	1.0	15.6131436925	4.6677083628	0.083837
190	2.0	13.8970111886	5.832845505	0.077999
190	3.0	6.80244280821	5.82329911301	0.065124
200	2.0	14.6652088387	5.88057746494	0.076968
200	3.0	7.40837185882	5.58463931329	0.065124
210	2.0	15.4334064888	5.92830942488	0.076968
210	3.0	8.11763927826	5.37247075135	0.074032
220	3.0	8.8271171628	5.1603021894	0.074052
230	3.0	9.53638458224	4.94813362746	0.074032
230	4.0	15.2940785863	9.09723424548	nan
240	4.0	14.6149076775	9.1623883708	0.068229
240	5.0	15.04215185	8.56908010871	nan
250	4.0	13.9357367687	9.22754249612	0.068229
250	5.0	14.3507739649	8.5802971193	0.069147
260	4.0	13.2403600465	9.33828064319	0.070414
260	5.0	13.6591856147	8.59175278968	0.069168
270	4.0	12.5291984411	9.494602812	0.072814
270	5.0	12.9480240093	8.77289557767	0.073387
280	4.0	11.8180368357	9.65092498081	0.072814
280	5.0	12.2366519387	8.95379970585	0.073401
290	4.0	11.1394973223	9.85092189297	0.070740
290	5.0	11.5246484729	9.13422651443	0.073451
300	4.0	10.4828461802	10.0800353007	0.069547
300	5.0	10.8042264026	9.30868682802	0.074125
310	4.0	9.82956247995	10.3074780898	0.069174
310	5.0	10.0838043324	9.48314714161	0.074125
320	4.0	9.20595436013	10.5196466518	0.065871
320	5.0	9.38758574974	9.65283425921	0.071660
330	4.0	8.58234624031	10.7318152137	0.065871
330	5.0	8.71578111981	9.81798684061	0.069181
340	4.0	7.94716253946	10.9131966615	0.066057
340	5.0	8.04376602478	9.98337808181	0.069207
350	4.0	7.29472069962	11.0482781081	0.066628
350	5.0	7.38311604566	10.1358816938	0.067802
360	4.0	6.64227885978	11.1835982146	0.066633
360	5.0	6.72372885721	10.286953347	0.067647
