0	1.0	13.4487205051	3.93788669527	nan
0	2.0	13.3434879503	4.43907227467	nan
0	3.0	11.9123252048	4.43907227467	nan
0	4.0	11.828139161	5.15505167381	nan
0	5.0	8.7132555385	4.4152062947	nan
0	6.0	8.12395323155	3.46056709585	nan
0	7.0	6.31395328877	3.84242277539	nan
0	8.0	4.33558125829	7.35072183117	nan
10	1.0	12.9351856376	3.93788669527	0.051353
10	2.0	12.8253228504	4.43000320228	0.051824
10	3.0	11.5046542875	4.51353413218	0.041442
10	4.0	11.3823740588	5.21113672674	0.044928
10	5.0	8.36051601476	4.36365577796	0.035649
10	6.0	8.61075903011	3.4156990535	0.048887
10	7.0	6.78539513433	3.68968050357	0.049557
10	8.0	4.5544649723	7.27435069527	0.023182
20	1.0	12.4216507701	3.93788669527	0.051353
20	2.0	12.3073682156	4.42069547009	0.051804
20	3.0	11.096772905	4.58823464949	0.041467
20	4.0	10.9368194217	5.26746043948	0.044910
20	5.0	8.00798695614	4.31210526122	0.035628
20	6.0	9.09735436356	3.37106967095	0.048864
20	7.0	7.25683697989	3.53693823175	0.049557
20	8.0	4.77334868631	7.19797955936	0.023182
20	9.0	15.2423041693	3.6682011216	nan
30	1.0	11.9192705534	3.95769545865	0.050277
30	2.0	11.8144589288	4.43358309928	0.049308
30	3.0	10.6891019877	4.662696507	0.041442
30	4.0	10.4910543195	5.32354549241	0.044928
30	5.0	7.65524743241	4.26031608468	0.035652
30	6.0	9.58416016213	3.32620162861	0.048887
30	7.0	7.7467997551	3.4173696721	0.050434
30	8.0	4.95540100613	7.17124966179	0.018400
30	9.0	14.665840234	3.53311967496	0.059208
40	1.0	11.4282554527	3.9975516452	0.049263
40	2.0	11.3596438269	4.47988310042	0.045717
40	3.0	10.2799578145	4.70947382775	0.041181
40	4.0	10.0709659607	5.34597951358	0.042069
40	5.0	7.30061372269	4.18633154677	0.036227
40	6.0	9.99014735859	3.32524698941	0.040599
40	7.0	8.25549392506	3.3312134844	0.051594
40	8.0	5.10083239688	7.19392234276	0.014719
