frame	global_ped_id	x	y	local_density_mean
4780.0	3_86.0	15.1501204513	5.39466611272	16.74074074074074
4790.0	3_86.0	14.5523995399	5.38511972073	16.74074074074074
4800.0	3_86.0	13.9546786286	5.37557332875	16.74074074074074
4810.0	3_86.0	13.3434879503	5.33476250299	16.74074074074074
4820.0	3_86.0	12.7120926214	5.2474130163	16.74074074074074
4830.0	3_86.0	12.0806972925	5.1598248698	16.74074074074074
4840.0	3_86.0	11.4337275455	5.07557796051	16.74074074074074
4850.0	3_86.0	10.7633961714	4.9958655874	16.74074074074074
4860.0	3_86.0	10.0930647972	4.9163918741	16.74074074074074
4870.0	3_86.0	9.45514504993	4.8268944492	16.74074074074074
4880.0	3_86.0	8.831326465	4.73310114792	16.74074074074074
4890.0	3_86.0	8.20729741496	4.63930784663	16.74074074074074
4900.0	3_86.0	7.62578231706	4.63000011444	16.74074074074074
4910.0	3_86.0	7.04910791669	4.63000011444	16.74074074074074
4920.0	3_86.0	6.47390677208	4.64909289842	16.74074074074074
4930.0	3_86.0	5.90565097609	4.7445568183	16.74074074074074
4940.0	3_86.0	5.35444285398	4.86030682116	16.74074074074074
4950.0	3_86.0	4.8716358925	5.05672383633	16.74074074074074
4960.0	3_86.0	4.40861265133	5.21781920114	16.74074074074074
4970.0	3_86.0	3.96558359556	5.34335425578	16.74074074074074
4980.0	3_86.0	3.47793593656	5.40564446351	16.74074074074074
4990.0	3_86.0	2.9606126971	5.42545322689	16.74074074074074
5000.0	3_86.0	2.44392085297	5.44908054706	16.74074074074074
5010.0	3_86.0	1.93038598549	5.48726611501	16.74074074074074
5020.0	3_86.0	1.416851118	5.52545168297	16.74074074074074
5030.0	3_86.0	0.84880578712	5.46530941344	16.74074074074074
5040.0	3_86.0	0.257609294182	5.36292435936	16.74074074074074
5130.0	3_96.0	0.28097092135	1.03196497396	16.5
5140.0	3_96.0	0.590565097609	1.90235726352	16.5
5150.0	3_96.0	0.836809275871	2.73098408812	16.5
5160.0	3_96.0	1.06726857091	3.54910988154	16.5
5170.0	3_96.0	1.13651159198	4.2495763937	16.5
5180.0	3_96.0	1.13651159198	4.89920836852	16.5
5190.0	3_96.0	0.975505783114	5.54406714734	16.5
5200.0	3_96.0	0.796610439933	6.18844860657	16.5
5210.0	3_96.0	0.599194167104	6.73903676451	16.5
5220.0	3_96.0	0.399883708289	7.27912389126	16.5
5230.0	3_96.0	0.273604642513	7.9115723605	16.5
5240.0	3_96.0	0.147325576738	8.54402082974	16.5
5250.0	3_96.0	0.0841860438502	9.09293836908	16.5
5260.0	3_96.0	0.0210465109626	9.64185590842	16.5
840.0	5_157.0	2.754988285	0.205247427754	15.5
850.0	5_157.0	2.21830225545	0.396175267524	15.5
860.0	5_157.0	1.68035343525	0.59927475708	15.5
870.0	5_157.0	1.13756391753	0.850344866379	15.5
880.0	5_157.0	0.604245329735	1.09783507868	15.5
890.0	5_157.0	0.0932360435641	1.3364948784	15.5
4380.0	3_75.0	15.0903483602	5.68010323318	15.11111111111111
4390.0	3_75.0	14.4589530313	5.69657075936	15.11111111111111
4400.0	3_75.0	13.8275577024	5.71303828554	15.11111111111111
4410.0	3_75.0	13.2020553966	5.72902849212	15.11111111111111
4420.0	3_75.0	12.6300112286	5.74120014191	15.11111111111111
4430.0	3_75.0	12.0579670607	5.75361045149	15.11111111111111
4440.0	3_75.0	11.4859228927	5.76578210128	15.11111111111111
4450.0	3_75.0	10.914299655	5.74167746151	15.11111111111111
4460.0	3_75.0	10.3439392079	5.57222900371	15.11111111111111
4470.0	3_75.0	9.7737892259	5.40301920571	15.11111111111111
4480.0	3_75.0	9.20153459283	5.23309342832	15.11111111111111
4490.0	3_75.0	8.61223228588	5.05791713533	15.11111111111111
4500.0	3_75.0	8.00819742125	4.92832486408	15.11111111111111
4510.0	3_75.0	7.39427069647	4.8288037276	15.11111111111111
4520.0	3_75.0	6.78286955301	4.75601248869	15.11111111111111
4530.0	3_75.0	6.18051840926	4.78894754105	15.11111111111111
4540.0	3_75.0	5.57795680041	4.82164393361	15.11111111111111
4550.0	3_75.0	4.97792077286	4.89419651272	15.11111111111111
4560.0	3_75.0	4.38272544284	5.05887177453	15.11111111111111
4570.0	3_75.0	3.78774057793	5.22330837653	15.11111111111111
4580.0	3_75.0	3.19906966631	5.36578827696	15.11111111111111
4590.0	3_75.0	2.62029061484	5.47533312503	15.11111111111111
4600.0	3_75.0	2.04151156337	5.58463931329	15.11111111111111
