frame	global_ped_id	x	y	fraction_time_in_group
1460.0	5_177.0	7.15581372727	0.190927839771	0.9954954954954955
1470.0	5_177.0	7.33513000067	0.305723203433	0.9954954954954955
1480.0	5_177.0	7.51444627407	0.420757226895	0.9954954954954955
1490.0	5_177.0	7.68092417578	0.501185579398	0.9954954954954955
1500.0	5_177.0	7.81730556682	0.501185579398	0.9954954954954955
1510.0	5_177.0	7.95389742297	0.501185579398	0.9954954954954955
1520.0	5_177.0	8.09048927911	0.501185579398	0.9954954954954955
1530.0	5_177.0	8.19172299684	0.64963197482	0.9954954954954955
1540.0	5_177.0	8.26980555252	0.897122187123	0.9954954954954955
1550.0	5_177.0	8.34767764308	1.14461239943	0.9954954954954955
1560.0	5_177.0	8.38934973478	1.36131549757	0.9954954954954955
1570.0	5_177.0	8.4268125243	1.57420003891	0.9954954954954955
1580.0	5_177.0	8.4705892671	1.77729952847	0.9954954954954955
1590.0	5_177.0	8.56992879884	1.88994695393	0.9954954954954955
1600.0	5_177.0	8.66947879569	2.0028330392	0.9954954954954955
1610.0	5_177.0	8.76881832744	2.11548046466	0.9954954954954955
1620.0	5_177.0	8.81343693068	2.21261500314	0.9954954954954955
1630.0	5_177.0	8.80312414031	2.29399799485	0.9954954954954955
1640.0	5_177.0	8.79281134994	2.37561964635	0.9954954954954955
1650.0	5_177.0	8.78249855956	2.45700263805	0.9954954954954955
1660.0	5_177.0	8.7700811181	2.53098717596	0.9954954954954955
1670.0	5_177.0	8.75429623487	2.59375470329	0.9954954954954955
1680.0	5_177.0	8.73851135165	2.65628357081	0.9954954954954955
1690.0	5_177.0	8.72272646843	2.71905109814	0.9954954954954955
1700.0	5_177.0	8.70694158521	2.78157996566	0.9954954954954955
1710.0	5_177.0	8.69115670199	2.84434749298	0.9954954954954955
1720.0	5_177.0	8.67537181876	2.90687636051	0.9954954954954955
1730.0	5_177.0	8.65958693554	2.96964388783	0.9954954954954955
1740.0	5_177.0	8.64401251743	3.03265007496	0.9954954954954955
1750.0	5_177.0	8.62906949465	3.09661090128	0.9954954954954955
1760.0	5_177.0	8.61412647186	3.16057172761	0.9954954954954955
1770.0	5_177.0	8.59897298397	3.22453255393	0.9954954954954955
1780.0	5_177.0	8.58402996119	3.28849338025	0.9954954954954955
1790.0	5_177.0	8.56887647329	3.35221554678	0.9954954954954955
1800.0	5_177.0	8.54235786948	3.40949389871	0.9954954954954955
1810.0	5_177.0	8.51310321924	3.46510163204	0.9954954954954955
1820.0	5_177.0	8.4836381039	3.52047070557	0.9954954954954955
1830.0	5_177.0	8.45438345366	3.57607843891	0.9954954954954955
1840.0	5_177.0	8.42491833831	3.63144751244	0.9954954954954955
1850.0	5_177.0	8.39566368807	3.68705524577	0.9954954954954955
1860.0	5_177.0	8.36619857272	3.74242431931	0.9954954954954955
1870.0	5_177.0	8.33694392249	3.79803205264	0.9954954954954955
1880.0	5_177.0	8.30179624918	3.85769700257	0.9954954954954955
1890.0	5_177.0	8.24454973936	3.93359081888	0.9954954954954955
1900.0	5_177.0	8.18709276443	4.00948463519	0.9954954954954955
1910.0	5_177.0	8.12963578951	4.08537845149	0.9954954954954955
1920.0	5_177.0	8.07238927969	4.1612722678	0.9954954954954955
1930.0	5_177.0	8.03050672287	4.19373000056	0.9954954954954955
1940.0	5_177.0	7.99262300314	4.21520938254	0.9954954954954955
1950.0	5_177.0	7.95494974852	4.23668876451	0.9954954954954955
1960.0	5_177.0	7.91706602878	4.25816814649	0.9954954954954955
1970.0	5_177.0	7.87918230905	4.27940886866	0.9954954954954955
1980.0	5_177.0	7.84129858932	4.30088825064	0.9954954954954955
1990.0	5_177.0	7.8036253347	4.32236763261	0.9954954954954955
2000.0	5_177.0	7.76574161496	4.34384701458	0.9954954954954955
2010.0	5_177.0	7.72785789523	4.36532639656	0.9954954954954955
2020.0	5_177.0	7.71943929085	4.46962072903	0.9954954954954955
2030.0	5_177.0	7.7141776631	4.5829841339	0.9954954954954955
2040.0	5_177.0	7.70891603536	4.69634753876	0.9954954954954955
2050.0	5_177.0	7.70365440762	4.80971094363	0.9954954954954955
2060.0	5_177.0	7.81309626463	4.9109026987	0.9954954954954955
2070.0	5_177.0	7.93516602821	5.01113981458	0.9954954954954955
2080.0	5_177.0	8.0574462569	5.11113827066	0.9954954954954955
2090.0	5_177.0	8.09911834861	5.22855889212	0.9954954954954955
2100.0	5_177.0	8.12058578979	5.35027538998	0.9954954954954955
2110.0	5_177.0	8.14205323097	5.47223054763	0.9954954954954955
2120.0	5_177.0	8.16352067215	5.59394704548	0.9954954954954955
2130.0	5_177.0	8.18498811334	5.71566354334	0.9954954954954955
2140.0	5_177.0	8.22181950752	5.81112746322	0.9954954954954955
2150.0	5_177.0	8.26054508769	5.90372746551	0.9954954954954955
2160.0	5_177.0	8.29927066786	5.996088808	0.9954954954954955
2170.0	5_177.0	8.33778578292	6.08868881029	0.9954954954954955
2180.0	5_177.0	8.3765113631	6.18128881258	0.9954954954954955
2190.0	5_177.0	8.36935554937	6.18892592617	0.9954954954954955
2200.0	5_177.0	8.36219973564	6.19632437996	0.9954954954954955
2210.0	5_177.0	8.35504392191	6.20396149355	0.9954954954954955
2220.0	5_177.0	8.34788810819	6.21159860714	0.9954954954954955
2230.0	5_177.0	8.34073229446	6.21899706093	0.9954954954954955
2240.0	5_177.0	8.33357648073	6.22663417452	0.9954954954954955
2250.0	5_177.0	8.32642066701	6.23403262832	0.9954954954954955
